17409	724
49162	724
9030	504
13072	504
45946	504
53512	2220
51964	1934
23822	1151
42489	1677
42227	358
22529	1507
24081	1507
5502	2094
27810	1267
60070	1267
56524	671
58364	1449
1722	181
32724	181
31682	190
44915	24
52125	2032
12668	1360
35073	1360
4694	989
22490	259
58322	259
43380	259
33075	1151
17180	1349
24971	1445
47381	1445
28620	1974
45554	1073
50900	1349
16643	2275
9238	1753
49321	462
56446	2171
56405	2171
57907	2171
33277	853
52413	853
24866	195
44654	195
15083	1073
42605	1073
44616	195
14831	508
51694	1267
62490	1267
30636	1267
54375	2220
7464	779
60847	2328
40857	2171
16766	2171
9379	1489
60884	1868
926	2166
5150	1939
58764	489
9924	1672
9155	1126
20272	1939
9755	2198
46974	2198
36677	2057
51513	1126
41511	462
22091	2198
24642	1073
36815	1126
5950	2166
51017	2220
10951	1939
15710	1939
9760	2220
18496	1393
57249	1393
6919	1393
26978	1073
13929	2220
20277	1939
48030	1939
36368	1939
31129	1393
42872	1939
58762	1939
56501	1939
55082	2220
46551	2198
59936	2198
61379	462
7631	2003
52679	66
38747	780
8885	1085
24935	1445
28184	508
58416	462
55001	813
40590	2220
54205	2220
21828	999
8875	1152
50968	968
33615	462
43239	1445
57470	1571
18887	671
36967	1230
6294	462
6034	1126
5675	282
18141	1904
31830	101
30049	282
17517	103
55912	1939
39990	1939
28124	1447
21976	1939
36541	1974
20487	2080
51166	1085
40591	2331
35982	1349
54574	2170
23234	1126
7140	1151
41620	1152
12601	671
2268	1126
59424	576
57177	63
59533	1073
1018	462
22739	462
39918	152
43273	1939
51243	328
31168	1173
27981	1267
27198	2269
22827	403
14505	152
22985	152
37289	2149
20309	1267
23405	101
35923	419
32823	419
8340	419
35300	1396
14928	1358
19342	1396
52954	1358
25381	1358
42657	489
20407	489
47107	839
39633	1152
57846	1152
16361	1152
37862	259
53247	259
5076	1393
46764	1393
6608	812
51765	403
43358	403
35184	403
18499	1803
55279	1336
53721	1939
44768	1363
21750	1363
14056	1939
28549	2290
3851	1318
59354	1393
40576	1393
23000	1835
57229	1939
7211	1393
47654	1393
13780	83
13515	1939
59707	1939
29998	1974
62340	1974
50023	1974
52800	2198
37370	2198
989	1974
34191	1939
59391	2198
11060	671
44953	671
25987	1393
62756	334
2629	841
53002	597
37882	1042
26857	825
34321	2315
46270	2342
7918	2342
12283	329
48354	419
59184	1219
21751	1219
33354	1189
2032	1035
52373	1173
61327	1042
61846	515
62757	515
45623	1530
49365	1042
34121	850
32460	2171
49186	195
49173	568
19067	2226
3938	1736
58084	1736
46844	850
18228	850
3555	1073
29420	1802
13020	1111
40849	2121
62007	54
10930	2041
23196	573
59664	521
1750	1668
19596	1958
48798	2104
32558	2256
24238	2247
28032	2247
40601	462
18652	2080
35162	1267
32235	2121
52856	1267
35757	2281
61445	850
59487	1111
1868	1073
2818	2080
43403	388
11786	1939
2486	1393
29473	1393
18644	2018
11337	568
8630	616
1084	616
31125	2281
19016	1211
58871	2198
54204	2130
33975	65
14183	508
57779	922
41945	195
17885	1393
19073	2220
55829	1894
4992	508
62721	1349
8953	1894
58189	2220
45127	508
743	1939
29596	183
42485	1672
3656	1672
18128	1151
25344	462
52931	195
40654	825
42925	195
14819	195
57224	195
60391	195
8865	195
45668	825
47929	195
57648	2042
3524	195
6198	825
54958	259
484	1422
29581	1422
4982	1422
36625	1728
1551	1422
16890	63
26903	63
8168	63
25519	597
15477	462
27851	462
14631	462
61474	462
21046	462
34219	1151
10165	1
39560	48
50645	462
58841	462
39305	462
40115	462
14950	2214
60161	2214
14569	2214
31533	2214
41625	209
56924	724
58695	724
3748	724
37952	1349
43132	2220
35423	891
18678	1734
31903	1151
6660	1151
43096	2220
40803	605
14670	1152
7783	1152
50406	1152
41643	1152
2136	203
48704	812
5149	812
43002	1686
33681	2083
50648	2041
37632	2041
27131	2041
52639	33
6655	2041
24685	2041
22971	2041
20258	2041
42988	1674
34749	1298
21530	1674
45950	1189
13406	313
10498	16
44800	2260
42460	1674
6922	2171
61952	848
23789	848
14897	848
33588	879
56837	848
49672	557
11729	848
11459	946
2568	1578
12998	2257
313	916
41604	2257
46939	2260
5516	477
20524	1016
1109	313
60934	1189
60013	1330
9389	2131
28463	1578
48988	1247
30155	2260
35096	1366
53627	1393
18234	1939
45074	1939
60132	2166
45046	2166
57803	2166
24455	2166
22439	722
2803	1939
48189	2339
7658	1687
42118	850
10891	850
23662	1835
2012	1835
8363	590
10939	2339
21718	671
57897	2339
36654	1267
25228	2339
53036	2339
61077	1953
56659	1953
44521	2339
17990	2274
4843	2339
9563	1381
21037	2339
19401	2339
21020	2339
11086	2339
24990	2339
28541	2339
23019	1267
14927	419
51266	419
46233	419
25085	419
37005	419
5646	419
57293	419
54691	419
34882	419
5988	839
24490	898
11951	1611
20871	1574
710	1611
52951	1611
29945	1396
12783	1611
55188	1611
38111	1611
33515	2017
42477	1661
27323	683
32120	405
19963	814
39266	2034
17331	1182
23236	1182
26477	1182
16132	1182
4883	1182
23442	1182
11283	630
37960	1318
53550	2347
21377	462
34807	462
40888	2347
7879	2041
847	2347
850	1073
61725	1125
4470	1939
5570	1817
28771	282
37595	1535
11620	590
56805	590
43834	590
50975	590
41319	590
22506	1126
52006	1126
23333	1126
11643	1126
53088	1126
60606	1728
56337	2339
2838	2339
56745	2339
46053	2198
40921	1992
23538	1844
25402	1939
48130	1939
61338	419
18949	419
6908	2198
3111	1946
7313	1457
11153	2057
47276	2206
14971	1672
41214	2041
29654	1806
31789	2094
24513	2057
47458	1672
41019	1672
2698	533
39458	1512
5498	1512
12796	1449
1769	605
34670	1672
43845	1672
37280	1672
15996	1672
51728	1946
30224	1946
49097	2334
7810	1959
36307	2260
32015	2198
10997	2041
14768	1512
45131	1672
48780	2080
29836	1672
40112	1672
12790	1672
18481	1672
49012	1974
54485	671
37083	1393
40198	1393
38853	1433
26608	812
43694	2112
11340	833
50537	515
60854	515
42789	515
17451	515
7646	1073
41587	1939
27024	1939
22424	1939
35206	2220
44562	671
25401	671
49308	2080
14310	1111
59012	2310
62246	1045
32334	443
22160	1073
50274	1073
57290	388
39735	403
51461	1700
1382	1743
49585	462
3178	671
47627	671
26673	1073
611	1043
36860	954
55331	1700
32431	2226
4041	1118
18186	175
17944	1073
1125	508
41420	508
59471	1073
30159	1073
30379	661
1194	1429
31120	1173
17999	894
8554	894
28450	894
33734	894
32216	1700
42200	1700
36702	850
8262	661
42534	350
11834	1852
52032	277
57602	277
39734	277
12589	1473
22133	1473
26706	2264
34390	671
11131	671
57248	462
47544	2151
53128	2151
32755	1627
51840	1627
50698	1736
29745	1358
30934	1941
16333	1941
59162	72
30723	403
6623	2275
23458	779
18321	605
45089	1959
46210	1959
6029	1959
37854	1886
40401	1959
42188	1959
48553	462
12450	462
46422	1349
56500	781
26972	108
52886	1672
19591	2347
45303	1959
2761	1349
24984	1587
29677	439
31801	1895
42531	1895
40000	157
26096	533
18494	840
48948	1919
50421	1265
26078	1258
48958	1574
44973	193
20991	1593
24086	910
51761	1279
15109	597
18159	1830
31525	63
17682	1677
59355	1677
61766	1939
18063	1267
19000	462
36650	462
3200	671
28605	1393
13881	457
17648	1298
60057	1959
30236	1267
11516	1953
36331	63
57516	1974
29048	1974
2198	1939
26517	462
57047	2277
58306	1939
14591	489
15879	1728
9620	671
46971	1507
57545	2198
7401	1535
44197	1939
9835	462
11525	1535
12859	2198
13818	2198
53388	1073
21135	659
31957	630
22989	630
49256	1151
26432	1939
17456	65
30054	1215
135	2196
55605	1073
16319	1073
8198	1151
28117	1151
46227	2149
60662	1393
40279	970
60323	2198
42981	2198
11487	1672
21182	320
27108	489
36858	1340
1119	462
46771	1073
36537	1672
25772	1151
41477	2220
42211	724
29143	2176
22686	462
2626	1151
26408	1151
55340	462
11278	2149
12488	1974
25698	152
46160	1151
9365	1672
19765	462
4911	597
33235	597
20536	462
22704	1073
2596	1151
22472	2198
52647	597
14943	1939
34776	1939
10384	1939
3075	1939
30969	1939
36546	65
19100	65
25020	1939
33638	65
36037	462
49566	462
36651	1672
55789	2191
47733	182
31070	798
28157	2116
37751	695
6556	2198
55094	2250
3153	2250
7758	2191
18925	2191
17594	2191
36609	2191
43136	378
57109	1778
13385	651
60454	403
51334	1672
28741	2269
41378	1151
50785	144
12308	154
4574	2149
30237	2149
40951	2149
54099	455
23586	1267
52579	403
40240	1811
411	1073
6221	1349
55630	1073
22754	2220
4292	1336
8307	1336
24027	1336
14914	1336
37961	1151
748	1336
33856	455
5476	1349
57237	1151
54233	1939
43043	718
8432	1473
55613	403
61971	455
30721	1939
19511	1495
22949	1959
41857	1627
14111	2281
13210	2269
61748	2269
48008	154
53459	1939
52039	1336
47338	671
26292	1672
41014	2112
58117	259
55389	1959
3535	1939
55253	824
293	812
23162	850
51206	812
46925	1181
49139	1489
7761	1672
51176	1151
50471	2198
42213	1489
11969	1959
14421	1179
32737	1073
34035	66
61918	1393
50056	2198
57588	1594
28410	2032
29042	546
18655	122
62567	182
2184	2220
42224	2260
47272	83
29351	2208
60231	2035
59517	620
43545	1544
49021	1672
17109	2149
19245	2198
59348	2198
56775	2198
55346	2198
19438	2198
28182	2132
45828	2149
8967	2198
52673	1672
26750	508
39352	2198
15588	2149
62350	2198
33426	1126
10346	508
61370	2198
57732	2198
11653	2198
48208	620
59201	2149
17156	1601
24503	1939
47500	1681
3873	1213
49595	2198
16819	906
9276	906
20966	850
26102	906
48982	403
943	388
4972	1683
44046	906
27005	1355
54565	1477
28645	2041
597	2041
60470	727
1615	1111
13477	1215
4506	1402
21919	978
60309	1672
13045	1904
14865	850
60889	946
27124	906
10757	2041
50451	2041
46073	2041
11002	2041
16322	2041
35704	1635
33766	1672
41636	455
13354	1959
24634	1959
48284	1126
21892	1126
22816	1126
9333	1126
18540	2041
39328	2041
54328	2041
11553	1959
46962	1959
24178	508
36109	1974
16417	1126
11985	1530
26236	1974
30993	1974
12890	195
25045	54
29215	1624
59259	195
9396	2255
21200	1802
20978	533
49612	251
56448	841
43198	1939
49431	2198
57089	2198
23536	1959
34907	2269
30614	2269
6470	1211
53014	1211
43846	812
52752	2213
689	2226
35555	1873
27819	1627
30998	1284
62697	1627
19481	1158
29180	2347
61904	1126
45036	388
40181	1336
51354	403
51790	403
60531	403
32997	497
18529	1039
30313	713
38572	713
47113	661
37792	412
5794	412
12817	412
55574	412
52092	412
13790	412
46893	1039
57510	1545
6770	1545
36298	419
30521	2149
49730	2149
58587	282
53579	1974
36729	1267
19906	825
53520	16
51899	1267
30953	1939
7521	2198
43720	195
36733	1904
58239	1904
10095	83
8110	2198
2947	507
40560	1672
25333	1076
3840	1512
32869	1939
15047	1939
39156	1939
22039	2198
36558	1267
57823	508
20807	2198
46444	1719
20235	1939
55212	2198
1505	2198
61041	2198
5468	1126
31304	2198
9472	2198
31799	2198
54677	1349
4891	726
48825	2198
48601	1728
227	2198
56332	2198
36542	2198
58876	2198
6561	2198
58385	2198
46550	2198
49674	2198
14908	1954
55512	2198
12429	2198
11559	2198
46060	1728
10771	2198
10005	2149
27378	2198
51067	40
56752	1111
32512	917
61432	917
41894	1353
37248	1614
61662	1614
61160	2347
11541	1953
17599	2213
52841	2112
352	675
19854	2339
61787	1953
40203	1672
9816	1953
12298	1953
2375	1953
62238	1880
11923	1880
33334	1953
21707	27
21363	27
9021	27
31147	27
8050	2310
2281	825
3065	825
4049	428
14601	1267
5219	2343
30914	1939
18384	320
38157	1073
60065	1073
11990	1073
19910	1073
62480	1939
8387	1939
19970	1939
38983	2220
6650	80
59256	646
16134	1073
60516	1073
61564	403
13162	1393
8906	63
37645	1939
58103	1393
43769	1393
9136	1151
21104	1939
17947	1393
52574	1393
2881	63
10187	1393
1139	63
7003	462
59480	462
56685	1939
3714	1393
34947	2220
31710	1064
45617	1696
22691	1422
1224	1698
49487	1698
25857	63
35230	2301
44634	1753
5629	462
2343	597
36265	597
35503	462
52828	462
42852	1151
61618	1126
31577	462
14413	941
8449	1939
62185	1939
27560	2347
38325	2347
31226	724
46725	2198
53443	2334
42070	489
62572	839
7135	839
19395	489
48742	1462
33667	1152
30079	1728
10620	1358
9343	1267
27601	1267
2712	671
22821	1267
47396	1687
7992	1687
5448	2220
31223	2220
32523	2220
53358	2220
37258	630
12088	630
50025	449
50659	489
60669	40
12075	40
20621	40
47425	2057
52925	1895
20816	1895
19689	2292
21648	747
31628	747
54029	747
40014	1184
49299	403
54964	497
5938	497
16733	497
7190	2181
27578	2181
38023	403
23285	2181
52977	2198
16227	1939
18020	1211
9696	144
29937	1959
17214	1959
19150	1158
6500	428
46332	873
51582	1959
4792	1959
42794	83
20097	2014
43042	1959
53493	1959
54827	1939
14034	1939
34243	1939
35867	295
37375	1158
35763	1939
32697	83
27105	1939
10875	1073
43396	1393
23621	403
4504	496
50160	496
39152	496
11646	419
53154	489
46322	329
3847	590
8956	590
58031	2220
46050	485
17117	1831
9817	813
36696	813
41249	500
7615	2347
11483	850
52888	850
2141	1939
19102	2274
30671	1349
5151	1151
43318	597
32979	1151
10345	1126
1149	685
10705	2041
4261	2041
7691	2041
51991	2162
27582	2162
3532	2162
56123	1412
3690	1941
47097	1358
40190	1358
39648	2220
32729	2104
18231	2104
14571	2104
32127	2104
22963	2274
35461	2274
20480	572
28733	72
51822	1840
6902	489
61994	1073
5467	1989
2279	2220
57675	2220
7832	2220
53773	2043
9061	1152
20203	1126
48598	1126
54416	1126
32591	597
57906	1495
39119	1495
58251	1495
42450	1495
16421	2269
60852	403
38541	489
27047	1267
35944	671
30149	1267
13335	1267
11074	1267
28842	671
40533	1267
36556	1073
39213	1126
924	1886
9464	182
21054	1680
25000	1680
20371	590
28256	1393
59677	1151
54115	259
14441	597
60863	462
497	1959
59040	1939
26722	850
20214	850
3290	2198
11783	1671
56963	242
39041	195
15196	419
36450	419
49450	63
50224	63
40697	63
19029	462
9498	462
52269	1974
50852	1974
26868	1974
8752	1974
24613	242
533	1286
44072	1286
19947	1286
55839	1286
58738	2198
52846	2166
23042	605
33968	215
10879	2041
45054	2041
3351	2220
15662	1073
25825	2220
22234	1422
38927	2041
35259	968
13887	597
8829	388
55662	2041
7568	1073
52045	1267
11689	2041
4234	2041
19333	2041
12922	1308
29739	2041
21348	2198
59755	2198
59251	1126
54444	1959
47702	1672
53567	1672
28514	1672
38372	1672
27038	1672
22035	2198
19812	2198
46340	1672
60964	2198
51229	1454
53663	1454
2190	1856
28388	860
28265	1736
8714	106
6496	926
59858	353
10922	2010
18244	203
36242	1371
13708	1250
13822	665
23572	1699
61533	837
15805	1609
52046	1909
54472	2010
46185	2010
15265	203
62115	2010
56269	1696
59079	2175
5935	1778
45379	1028
59877	371
44812	2041
57703	2041
61923	2173
5834	917
9427	1648
45363	2041
45219	62
34396	926
8278	946
41900	1696
50773	271
26376	155
61809	155
22606	1696
34180	155
58939	155
25320	1696
37515	1232
12218	2191
55263	2191
10039	2191
59950	2191
17359	2191
35337	2191
13137	2191
55315	2191
40042	2191
60634	2191
7666	2010
62628	1696
28030	1696
24046	1321
26598	524
41825	1696
7980	349
25575	462
25167	1073
30408	1184
9506	1992
18306	568
53147	462
35430	1360
31510	1360
44827	1904
50602	1396
12666	1396
50051	1611
22552	2274
20241	833
32219	833
47581	833
30785	1912
599	1073
34386	2166
40317	1393
48427	1393
53716	1393
1542	1151
57986	2149
36794	1152
62603	1126
52204	2220
55559	408
695	2148
49564	278
36468	2251
2668	2251
41762	1571
58766	1571
32361	189
29358	1625
31941	438
5493	1672
54966	2220
2100	2251
320	1868
62729	1459
36310	259
36237	1711
22566	1073
20231	1635
61007	506
56357	1635
573	1020
36905	2123
21875	2354
20500	1275
3157	724
22660	499
23483	462
56741	951
13009	2166
25627	2166
18329	2181
38086	1571
57300	1047
9529	757
50751	396
53620	2106
19008	757
9289	2106
52331	2106
46783	1894
34524	1358
18638	1043
23192	1939
17535	350
49805	1672
4072	2149
20335	1672
14795	2149
58822	2149
19059	2198
9450	462
45449	1349
18969	2149
9067	2149
34611	2149
18725	2149
30657	2149
25734	1126
22840	1126
34335	1126
228	1126
34080	127
2905	508
28244	1886
47331	2149
14765	1672
23393	1672
55088	812
27920	2149
50236	2130
4934	209
41090	1179
32884	259
401	259
4723	103
59727	1873
59894	2112
5490	978
47634	73
51213	1179
21507	1959
51439	1126
32610	192
28615	148
50953	148
52686	508
37717	1126
384	508
29827	508
52902	508
22476	348
34573	598
52600	1735
28392	853
28521	1939
47075	1939
39860	2076
14244	1152
47658	597
1436	259
2792	1974
10307	1974
10795	1126
15881	1939
734	135
4914	2198
7046	462
60595	1974
43225	1661
25606	1959
59888	951
21989	1974
48730	1974
23771	1974
55221	1974
15293	2273
18670	978
23984	978
36378	978
4775	2220
32862	781
35238	836
4190	2076
9209	1073
18270	1349
62076	462
18363	1349
38975	1336
41227	1336
58078	1336
49126	158
24029	158
18285	1959
34797	1151
49527	1224
31755	951
59646	669
49727	1489
52171	1674
3426	2310
20971	1674
57957	455
22996	455
48440	455
45534	1340
30786	1340
53214	2289
25275	1213
36321	69
51365	575
57261	916
52935	1939
12649	1939
52852	1939
12605	119
19437	500
55634	35
15201	2275
36091	1449
19850	439
33314	1342
22497	27
44450	27
54085	27
30685	27
56822	27
55686	27
14655	1179
5348	1336
16266	1336
8264	1336
44755	1336
52289	602
61323	2027
45157	557
6493	1639
26237	441
16561	1661
37797	1364
13952	820
40668	1189
16815	1571
60252	207
58003	347
25013	2342
28891	1669
14982	820
53870	1373
40613	1886
41535	978
56610	978
20549	978
31767	1402
49785	1402
19859	776
22183	1727
20314	1422
25417	1393
26207	1393
29167	1939
9674	313
34634	1939
1797	1393
55209	2034
11234	568
6779	1073
54321	1897
42048	1393
50459	1939
48638	1939
28029	1939
11121	554
16503	1674
22402	1016
27253	554
45031	1016
42050	1459
50141	1958
19860	1355
15876	1355
29545	1672
20305	841
10251	462
8128	2198
41755	1939
60079	1939
59329	2198
45178	841
26436	2198
3944	841
3973	1672
27945	1556
50999	2198
53912	2198
4360	2198
54889	251
37249	2198
50085	2198
62660	2198
60974	2198
12768	1336
56574	120
10825	1928
60714	1928
40404	2220
35008	320
16696	2220
27867	1914
56886	508
23190	1073
9781	1073
24618	671
8884	671
42786	671
677	671
59558	671
16402	671
3287	671
35325	1914
45223	1914
23297	1914
2755	1914
39163	349
35212	1189
26751	1563
58336	1454
45249	1353
43364	1454
61425	1802
7762	1958
49594	1802
4133	749
35622	1802
2155	1073
60135	1111
43917	1939
58839	2057
55663	1268
36673	739
1222	1189
41920	533
51638	395
31863	395
5711	2057
55631	2057
15831	2057
53992	1674
820	251
18047	1674
30777	455
24010	103
22041	323
33663	1111
2713	1151
46680	1672
3590	2198
53448	462
13584	2166
39846	1672
17880	1151
32612	1393
23106	1393
8065	1953
15306	850
35354	1939
19286	1728
62695	1719
62290	63
24857	2166
48833	2166
45575	1393
1202	63
10885	282
22808	1904
30767	282
33220	282
20688	16
38969	282
5696	282
48034	1672
10585	597
1303	597
47139	462
28858	597
12674	597
1820	462
43357	1393
61634	63
43281	63
62833	328
59847	859
57454	718
50792	457
32875	508
24109	462
50454	1422
22620	1422
29289	2080
20802	1126
37378	462
50018	2220
24571	508
38156	1126
3009	1151
32341	462
20070	1381
3946	2198
14745	1939
18528	1126
52335	508
43556	508
7551	508
42964	2198
10599	2198
10001	2198
62587	1245
52638	462
19794	2198
18331	1974
3660	508
50040	2198
7931	462
24917	1974
2354	462
56291	462
46788	512
24124	295
15749	463
16858	719
8420	1126
32184	1245
936	259
14580	805
441	455
49574	162
23636	63
20046	1126
33319	1126
59761	1126
35768	1848
17001	1848
11458	101
11575	1245
20739	1245
23640	419
44623	419
47088	419
34598	419
54292	1348
13995	1393
50592	1939
20202	2166
45510	1939
52378	1393
29471	1939
62797	1393
3668	1393
48212	2166
40893	2166
52259	1939
24003	1939
45516	1939
42907	1939
48678	1939
49578	1939
59865	1939
58751	1939
26919	1201
14248	2269
6333	500
20594	1447
14079	23
2422	1358
59608	590
17205	2198
18560	462
19267	597
31025	183
50087	183
17839	462
20328	841
10414	1126
4771	597
36831	1152
53096	183
46803	183
4761	1152
22741	2198
31130	2198
21315	2198
28199	2198
52593	2198
37037	2198
41491	2198
61584	2198
26952	1215
27368	1215
18806	462
51455	462
55205	462
16943	597
18463	462
7317	597
2630	597
1192	2198
42277	2198
10368	2198
59277	1358
15361	2198
51341	597
50092	825
29869	825
27617	2041
50764	2041
38145	1711
6665	1711
18783	2198
1258	2198
42756	2198
49946	2198
49484	1126
33082	2198
37309	2198
19360	2198
34268	1488
18602	2198
41008	597
5250	1672
61803	1126
10725	2198
56161	2166
26449	2083
41747	1360
709	259
6220	1873
17111	1393
7223	508
53886	2220
12458	1126
2157	1126
42031	1360
57643	1992
15244	1360
57933	349
36883	2220
34672	2220
24663	2220
31915	2220
4074	590
8131	590
17085	951
1925	951
51387	2104
41531	839
31675	1953
51375	1358
61345	1912
21728	1358
59416	1912
26657	1358
60684	1358
40515	2041
41232	1358
17803	590
517	590
54554	590
60949	590
62197	590
4139	590
49515	590
50814	2339
61138	590
34347	590
27508	590
26231	590
15478	590
30536	590
22097	590
22208	590
21248	850
26223	2347
9675	721
47837	850
44832	590
18570	590
32286	850
15053	403
47539	1422
32879	2162
20377	1168
3467	1168
12658	1168
29587	1073
14625	1635
15006	1459
37719	848
55936	914
3183	1749
161	1282
14080	1073
39151	66
18609	66
28608	16
47147	1215
29288	146
57943	1073
45619	278
6091	673
35769	1073
36052	1073
41206	63
52689	1174
52720	1215
41254	1073
12153	1073
15339	2059
40920	1073
42191	597
957	605
31722	462
5919	1073
6582	63
13079	1974
51154	1974
2371	2220
2003	183
56817	462
62557	2220
44428	1435
8744	597
26178	1073
22457	1435
14621	455
17152	942
12622	942
43771	671
37127	1073
6041	1393
19640	1393
18313	1669
14889	1669
7847	866
11212	866
44728	801
18267	103
57896	1211
46133	1698
8688	1698
44467	350
50003	428
60000	1753
21898	103
39420	1819
41124	2198
52937	2003
8228	403
41157	2220
26674	2198
28466	2198
6886	2281
29687	1694
50822	1491
408	1726
56455	2119
29752	978
3930	1402
45404	1743
47144	403
32169	403
29870	1743
55974	2269
17028	2275
7753	2229
56391	978
4302	2119
30510	403
16792	978
12502	978
30715	978
17976	978
60646	978
5559	63
24348	63
7991	1126
19070	1126
11341	1126
13866	1126
48357	719
39497	2119
33098	1126
62464	1336
60093	2119
38062	1126
32144	1495
62584	154
12346	1939
59600	388
48027	1093
23173	867
13565	242
54326	2341
28429	238
35962	1138
53220	2341
5920	824
16032	940
33949	824
10652	824
8291	355
19535	420
39278	2130
16372	1479
14268	824
9101	1566
23596	911
14089	24
53989	409
57816	1151
19954	27
20123	1108
5347	432
2062	2162
59134	27
28764	1267
39601	622
49028	2198
33200	1939
21614	1974
45806	1974
39410	1393
25279	1599
36663	833
50577	158
58247	1393
57720	671
14717	1329
31714	2198
33583	2139
58779	898
40981	2146
34153	2146
37328	2146
36859	622
31222	1687
13612	101
35243	671
10320	337
2126	1687
41379	1687
56661	1672
32186	2220
27094	1126
31438	597
60604	597
57123	349
54015	65
54061	1126
13559	1126
35359	1151
44483	1048
60528	1672
44991	597
62880	508
25764	63
54211	65
25666	1151
3043	2220
60760	1520
43852	2198
60770	1954
6330	1672
14562	63
13347	1672
37208	1672
61587	597
37126	1073
41158	1073
13196	2198
19735	2198
27233	2198
49878	2198
20583	1672
6446	350
54536	83
31293	1318
58156	533
47093	533
50590	533
3964	1126
10230	1974
55862	2198
17177	2198
16822	2198
39134	2198
50195	1126
46681	2198
9458	2220
10255	2198
52875	597
38968	63
22379	671
34623	671
38008	671
22974	2198
43624	2198
7336	2198
24364	2198
3666	2198
42963	1152
7536	1152
59872	1152
30957	1152
24135	597
15630	462
13145	1126
20370	1126
42193	1152
15827	183
41310	1151
23735	1073
17427	1073
10843	1151
24342	1151
16082	1151
23009	63
29642	2198
43265	2198
12763	2198
5756	162
59899	2041
44039	1939
26218	1939
3664	2007
13525	2214
57771	1393
48300	1488
45690	2214
21673	329
19634	462
4290	2041
47011	1211
35736	1211
46502	263
61381	1222
22833	2146
21852	1444
49992	1211
24254	1491
35214	158
13052	329
12793	1211
19502	1211
14145	403
33840	1211
39402	1496
59111	1211
60721	1211
12659	1211
35386	1211
16877	1211
41964	1329
12265	259
18714	259
24657	259
6210	675
43680	675
46837	1754
32695	597
26189	462
61181	350
61026	597
30489	2220
40872	1473
5267	2220
2530	462
30076	1152
16959	2198
61173	1672
1702	597
59820	957
48728	2198
21217	2220
11175	1126
12730	462
60610	462
20404	131
19379	2092
41630	462
8312	1152
59301	462
9970	597
15769	2220
20006	2220
34962	462
23477	1073
14283	1073
42828	2220
50136	1355
13949	765
28278	1672
21682	419
46998	732
60688	1355
130	1267
37979	1141
12069	1422
30011	1141
7389	1141
22934	1141
38788	1355
15092	148
58127	1141
2065	2310
38695	1173
58016	2214
42716	597
53452	462
1842	1126
7903	1126
8914	1151
34903	2166
55971	1151
7033	1151
39535	1058
29189	1126
34004	2186
21337	851
31585	1141
18470	1141
4005	597
22849	1126
13007	1336
29261	1358
48605	1126
22270	1152
1165	1152
51644	2034
49210	1687
4864	1422
682	2251
44293	1126
19030	1126
11678	1126
42155	2132
30375	1265
51351	2057
26168	2057
56648	2132
10571	2268
53495	2268
58432	2268
32734	2268
34971	2268
40268	1939
25308	850
18445	850
1902	1336
